year,state_code,county_code,appalachian
FY2017,39,065,N
FY2017,39,067,Y
FY2017,39,069,N
FY2017,39,071,Y
FY2017,39,073,Y
FY2017,39,075,Y
FY2017,39,077,N
FY2017,39,079,Y
FY2017,39,081,Y
FY2017,39,083,N
FY2017,39,085,N
FY2017,39,087,Y
FY2017,39,089,N
FY2017,39,091,N
FY2017,39,093,N
FY2017,39,095,N
FY2017,39,097,N
FY2017,39,099,Y
FY2017,39,101,N
FY2017,39,103,N
FY2017,39,105,Y
FY2017,39,107,N
FY2017,39,109,N
FY2017,39,111,Y
FY2017,39,113,N
FY2017,39,115,Y
FY2017,39,117,N
FY2017,39,119,Y
FY2017,39,121,Y
FY2017,39,123,N
FY2017,39,125,N
FY2017,39,127,Y
FY2017,39,129,N
FY2017,39,131,Y
FY2017,39,133,N
FY2017,39,135,N
FY2017,39,137,N
FY2017,39,139,N
FY2017,39,141,Y
FY2017,39,143,N
FY2017,39,145,Y
FY2017,39,147,N
FY2017,39,149,N
FY2017,39,151,N
FY2017,39,153,N
FY2017,39,155,Y
FY2017,39,157,Y
FY2017,39,159,N
FY2017,39,161,N
FY2017,39,163,Y
FY2017,39,165,N
FY2017,39,167,Y
FY2017,39,169,N
FY2017,39,171,N
FY2017,39,173,N
FY2017,39,175,N
FY2017,40,001,N
FY2017,40,003,N
FY2017,40,005,N
FY2017,40,007,N
FY2017,40,009,N
FY2017,40,011,N
FY2017,40,013,N
FY2017,40,015,N
FY2017,40,017,N
FY2017,40,019,N
FY2017,40,021,N
FY2017,40,023,N
FY2017,40,025,N
FY2017,40,027,N
FY2017,40,029,N
FY2017,40,031,N
FY2017,40,033,N
FY2017,40,035,N
FY2017,40,037,N
FY2017,40,039,N
FY2017,40,041,N
FY2017,40,043,N
FY2017,40,045,N
FY2017,40,047,N
FY2017,40,049,N
FY2017,40,051,N
FY2017,40,053,N
FY2017,40,055,N
FY2017,40,057,N
FY2017,40,059,N
FY2017,40,061,N
FY2017,40,063,N
FY2017,40,065,N
FY2017,40,067,N
FY2017,40,069,N
FY2017,40,071,N
FY2017,40,073,N
FY2017,40,075,N
FY2017,40,077,N
FY2017,40,079,N
FY2017,40,081,N
FY2017,40,083,N
FY2017,40,085,N
FY2017,40,087,N
FY2017,40,089,N
FY2017,40,091,N
FY2017,40,093,N
FY2017,40,095,N
FY2017,40,097,N
FY2017,40,099,N
FY2017,40,101,N
FY2017,40,103,N
FY2017,40,105,N
FY2017,40,107,N
FY2017,40,109,N
FY2017,40,111,N
FY2017,40,113,N
FY2017,40,115,N
FY2017,40,117,N
FY2017,40,119,N
FY2017,40,121,N
FY2017,40,123,N
FY2017,40,125,N
FY2017,40,127,N
FY2017,40,129,N
FY2017,40,131,N
FY2017,40,133,N
FY2017,40,135,N
FY2017,40,137,N
FY2017,40,139,N
FY2017,40,141,N
FY2017,40,143,N
FY2017,40,145,N
FY2017,40,147,N
FY2017,40,149,N
FY2017,40,151,N
FY2017,40,153,N
FY2017,41,001,N
FY2017,41,003,N
FY2017,41,005,N
FY2017,41,007,N
FY2017,41,009,N
FY2017,41,011,N
FY2017,41,013,N
FY2017,41,015,N
FY2017,41,017,N
FY2017,41,019,N
FY2017,41,021,N
FY2017,41,023,N
FY2017,41,025,N
FY2017,41,027,N
FY2017,41,029,N
FY2017,41,031,N
FY2017,41,033,N
FY2017,41,035,N
FY2017,41,037,N
FY2017,41,039,N
FY2017,41,041,N
FY2017,41,043,N
FY2017,41,045,N
FY2017,41,047,N
FY2017,41,049,N
FY2017,41,051,N
FY2017,41,053,N
FY2017,41,055,N
FY2017,41,057,N
FY2017,41,059,N
FY2017,41,061,N
FY2017,41,063,N
FY2017,41,065,N
FY2017,41,067,N
FY2017,41,069,N
FY2017,41,071,N
FY2017,42,001,N
FY2017,42,003,Y
FY2017,42,005,Y
FY2017,42,007,Y
FY2017,42,009,Y
FY2017,42,011,N
FY2017,42,013,Y
FY2017,42,015,Y
FY2017,42,017,N
FY2017,42,019,Y
FY2017,42,021,Y
FY2017,42,023,Y
FY2017,42,025,Y
FY2017,42,027,Y
FY2017,42,029,N
FY2017,42,031,Y
FY2017,42,033,Y
FY2017,42,035,Y
FY2017,42,037,Y
FY2017,42,039,Y
FY2017,42,041,N
FY2017,42,043,N
FY2017,42,045,N
FY2017,42,047,Y
FY2017,42,049,Y
FY2017,42,051,Y
FY2017,42,053,Y
FY2017,42,055,N
FY2017,42,057,Y
FY2017,42,059,Y
FY2017,42,061,Y
FY2017,42,063,Y
FY2017,42,065,Y
FY2017,42,067,Y
FY2017,42,069,Y
FY2017,42,071,N
FY2017,42,073,Y
FY2017,42,075,N
FY2017,42,077,N
FY2017,42,079,Y
FY2017,42,081,Y
FY2017,42,083,Y
FY2017,42,085,Y
FY2017,42,087,Y
FY2017,42,089,Y
FY2017,42,091,N
FY2017,42,093,Y
FY2017,42,095,N
FY2017,42,097,Y
FY2017,42,099,Y
FY2017,42,101,N
FY2017,42,103,Y
FY2017,42,105,Y
FY2017,42,107,Y
FY2017,42,109,Y
FY2017,42,111,Y
FY2017,42,113,Y
FY2017,42,115,Y
FY2017,42,117,Y
FY2017,42,119,Y
FY2017,42,121,Y
FY2017,42,123,Y
FY2017,42,125,Y
FY2017,42,127,Y
FY2017,42,129,Y
FY2017,42,131,Y
FY2017,42,133,N
FY2017,44,001,N
FY2017,44,003,N
FY2017,44,005,N
FY2017,44,007,N
FY2017,44,009,N
FY2017,45,001,N
FY2017,45,003,N
FY2017,45,005,N
FY2017,45,007,Y
FY2017,45,009,N
FY2017,45,011,N
FY2017,45,013,N
FY2017,45,015,N
FY2017,45,017,N
FY2017,45,019,N
FY2017,45,021,Y
FY2017,45,023,N
FY2017,45,025,N
FY2017,45,027,N
FY2017,45,029,N
FY2017,45,031,N
FY2017,45,033,N
FY2017,45,035,N
FY2017,45,037,N
FY2017,45,039,N
FY2017,45,041,N
FY2017,45,043,N
FY2017,45,045,Y
FY2017,45,047,N
FY2017,45,049,N
FY2017,45,051,N
FY2017,45,053,N
FY2017,45,055,N
FY2017,45,057,N
FY2017,45,059,N
FY2017,45,061,N
FY2017,45,063,N
FY2017,45,065,N
FY2017,45,067,N
FY2017,45,069,N
FY2017,45,071,N
FY2017,45,073,Y
FY2017,45,075,N
FY2017,45,077,Y
FY2017,45,079,N
FY2017,45,081,N
FY2017,45,083,Y
FY2017,45,085,N
FY2017,45,087,N
FY2017,45,089,N
FY2017,45,091,N
FY2017,46,003,N
FY2017,46,005,N
FY2017,46,007,N
FY2017,46,009,N
FY2017,46,011,N
FY2017,46,013,N
FY2017,46,015,N
FY2017,46,017,N
FY2017,46,019,N
FY2017,46,021,N
FY2017,46,023,N
FY2017,46,025,N
FY2017,46,027,N
FY2017,46,029,N
FY2017,46,031,N
FY2017,46,033,N
FY2017,46,035,N
FY2017,46,037,N
FY2017,46,039,N
FY2017,46,041,N
FY2017,46,043,N
FY2017,46,045,N
FY2017,46,047,N
FY2017,46,049,N
FY2017,46,051,N
FY2017,46,053,N
FY2017,46,055,N
FY2017,46,057,N
FY2017,46,059,N
FY2017,46,061,N
FY2017,46,063,N
FY2017,46,065,N
FY2017,46,067,N
FY2017,46,069,N
FY2017,46,071,N
FY2017,46,073,N
FY2017,46,075,N
FY2017,46,077,N
FY2017,46,079,N
FY2017,46,081,N
FY2017,46,083,N
FY2017,46,085,N
FY2017,46,087,N
FY2017,46,089,N
FY2017,46,091,N
FY2017,46,093,N
FY2017,46,095,N
FY2017,46,097,N
FY2017,46,099,N
FY2017,46,101,N
FY2017,46,102,N
FY2017,46,103,N
FY2017,46,105,N
FY2017,46,107,N
FY2017,46,109,N
FY2017,46,111,N
FY2017,46,115,N
FY2017,46,117,N
FY2017,46,119,N
FY2017,46,121,N
FY2017,46,123,N
FY2017,46,125,N
FY2017,46,127,N
FY2017,46,129,N
FY2017,46,135,N
FY2017,46,137,N
FY2017,47,001,Y
FY2017,47,003,N
FY2017,47,005,N
FY2017,47,007,Y
FY2017,47,009,Y
FY2017,47,011,Y
FY2017,47,013,Y
FY2017,47,015,Y
FY2017,47,017,N
FY2017,47,019,Y
FY2017,47,021,N
FY2017,47,023,N
FY2017,47,025,Y
FY2017,47,027,Y
FY2017,47,029,Y
FY2017,47,031,Y
FY2017,47,033,N
FY2017,47,035,Y
FY2017,47,037,N
FY2017,47,039,N
FY2017,47,041,Y
FY2017,47,043,N
FY2017,47,045,N
FY2017,47,047,N
FY2017,47,049,Y
FY2017,47,051,Y
FY2017,47,053,N
FY2017,47,055,N
FY2017,47,057,Y
FY2017,47,059,Y
FY2017,47,061,Y
FY2017,47,063,Y
FY2017,47,065,Y
FY2017,47,067,Y
FY2017,47,069,N
FY2017,47,071,N
FY2017,47,073,Y
FY2017,47,075,N
FY2017,47,077,N
FY2017,47,079,N
FY2017,47,081,N
FY2017,47,083,N
FY2017,47,085,N
FY2017,47,087,Y
FY2017,47,089,Y
FY2017,47,091,Y
FY2017,47,093,Y
FY2017,47,095,N
FY2017,47,097,N
FY2017,47,099,Y
FY2017,47,101,Y
FY2017,47,103,N
FY2017,47,105,Y
FY2017,47,107,Y
FY2017,47,109,N
FY2017,47,111,Y
FY2017,47,113,N
FY2017,47,115,Y
FY2017,47,117,N
FY2017,47,119,N
FY2017,47,121,Y
FY2017,47,123,Y
FY2017,47,125,N
FY2017,47,127,N
FY2017,47,129,Y
FY2017,47,131,N
FY2017,47,133,Y
FY2017,47,135,N
FY2017,47,137,Y
FY2017,47,139,Y
FY2017,47,141,Y
FY2017,47,143,Y
FY2017,47,145,Y
FY2017,47,147,N
FY2017,47,149,N
FY2017,47,151,Y
FY2017,47,153,Y
FY2017,47,155,Y
FY2017,47,157,N
FY2017,47,159,Y
FY2017,47,161,N
FY2017,47,163,Y
FY2017,47,165,N
FY2017,47,167,N
FY2017,47,169,N
FY2017,47,171,Y
FY2017,47,173,Y
FY2017,47,175,Y
FY2017,47,177,Y
FY2017,47,179,Y
FY2017,47,181,N
FY2017,47,183,N
FY2017,47,185,Y
FY2017,47,187,N
FY2017,47,189,N
FY2017,48,001,N
FY2017,48,003,N
FY2017,48,005,N
FY2017,48,007,N
FY2017,48,009,N
FY2017,48,011,N
FY2017,48,013,N
FY2017,48,015,N
FY2017,48,017,N
FY2017,48,019,N
FY2017,48,021,N
FY2017,48,023,N
FY2017,48,025,N
FY2017,48,027,N
FY2017,48,029,N
FY2017,48,031,N
FY2017,48,033,N
FY2017,48,035,N
FY2017,48,037,N
FY2017,48,039,N
FY2017,48,041,N
FY2017,48,043,N
FY2017,48,045,N
FY2017,48,047,N
FY2017,48,049,N
FY2017,48,051,N
FY2017,48,053,N
FY2017,48,055,N
FY2017,48,057,N
FY2017,48,059,N
FY2017,48,061,N
FY2017,48,063,N
FY2017,48,065,N
FY2017,48,067,N
FY2017,48,069,N
FY2017,48,071,N
FY2017,48,073,N
FY2017,48,075,N
FY2017,48,077,N
FY2017,48,079,N
FY2017,48,081,N
FY2017,48,083,N
FY2017,48,085,N
FY2017,48,087,N
FY2017,48,089,N
FY2017,48,091,N
FY2017,48,093,N
FY2017,48,095,N
FY2017,48,097,N
FY2017,48,099,N
FY2017,48,101,N
FY2017,48,103,N
FY2017,48,105,N
FY2017,48,107,N
FY2017,48,109,N
FY2017,48,111,N
FY2017,48,113,N
FY2017,48,115,N
FY2017,48,117,N
FY2017,48,119,N
FY2017,48,121,N
FY2017,48,123,N
FY2017,48,125,N
FY2017,48,127,N
FY2017,48,129,N
FY2017,48,131,N
FY2017,48,133,N
FY2017,48,135,N
FY2017,48,137,N
FY2017,48,139,N
FY2017,48,141,N
FY2017,48,143,N
FY2017,48,145,N
FY2017,48,147,N
FY2017,48,149,N
FY2017,48,151,N
FY2017,48,153,N
FY2017,48,155,N
FY2017,48,157,N
FY2017,48,159,N
FY2017,48,161,N
FY2017,48,163,N
FY2017,48,165,N
FY2017,48,167,N
FY2017,48,169,N
FY2017,48,171,N
FY2017,48,173,N
FY2017,48,175,N
FY2017,48,177,N
FY2017,48,179,N
FY2017,48,181,N
FY2017,48,183,N
FY2017,48,185,N
FY2017,48,187,N
FY2017,48,189,N
FY2017,48,191,N
FY2017,48,193,N
FY2017,48,195,N
FY2017,48,197,N
FY2017,48,199,N
FY2017,48,201,N
FY2017,48,203,N
FY2017,48,205,N
FY2017,48,207,N
FY2017,48,209,N
FY2017,48,211,N
FY2017,48,213,N
FY2017,48,215,N
FY2017,48,217,N
FY2017,48,219,N
FY2017,48,221,N
FY2017,48,223,N
FY2017,48,225,N
FY2017,48,227,N
FY2017,48,229,N
FY2017,48,231,N
FY2017,48,233,N
FY2017,48,235,N
FY2017,48,237,N
FY2017,48,239,N
FY2017,48,241,N
FY2017,48,243,N
FY2017,48,245,N
FY2017,48,247,N
FY2017,48,249,N
FY2017,48,251,N
FY2017,48,253,N
FY2017,48,255,N
FY2017,48,257,N
FY2017,48,259,N
FY2017,48,261,N
FY2017,48,263,N
FY2017,48,265,N
FY2017,48,267,N
FY2017,48,269,N
FY2017,48,271,N
FY2017,48,273,N
FY2017,48,275,N
FY2017,48,277,N
FY2017,48,279,N
FY2017,48,281,N
FY2017,48,283,N
FY2017,48,285,N
FY2017,48,287,N
FY2017,48,289,N
FY2017,48,291,N
FY2017,48,293,N
FY2017,48,295,N
FY2017,48,297,N
FY2017,48,299,N
FY2017,48,301,N
FY2017,48,303,N
FY2017,48,305,N
FY2017,48,307,N
FY2017,48,309,N
FY2017,48,311,N
FY2017,48,313,N
FY2017,48,315,N
FY2017,48,317,N
FY2017,48,319,N
FY2017,48,321,N
FY2017,48,323,N
FY2017,48,325,N
FY2017,48,327,N
FY2017,48,329,N
FY2017,48,331,N
FY2017,48,333,N
FY2017,48,335,N
FY2017,48,337,N
FY2017,48,339,N
FY2017,48,341,N
FY2017,48,343,N
FY2017,48,345,N
FY2017,48,347,N
FY2017,48,349,N
FY2017,48,351,N
FY2017,48,353,N
FY2017,48,355,N
FY2017,48,357,N
FY2017,48,359,N
FY2017,48,361,N
FY2017,48,363,N
FY2017,48,365,N
FY2017,48,367,N
FY2017,48,369,N
FY2017,48,371,N
FY2017,48,373,N
FY2017,48,375,N
FY2017,48,377,N
FY2017,48,379,N
FY2017,48,381,N
FY2017,48,383,N
FY2017,48,385,N
FY2017,48,387,N
FY2017,48,389,N
FY2017,48,391,N
FY2017,48,393,N
FY2017,48,395,N
FY2017,48,397,N
FY2017,48,399,N
FY2017,48,401,N
FY2017,48,403,N
FY2017,48,405,N
FY2017,48,407,N
FY2017,48,409,N
FY2017,48,411,N
FY2017,48,413,N
FY2017,48,415,N
FY2017,48,417,N
FY2017,48,419,N
FY2017,48,421,N
FY2017,48,423,N
FY2017,48,425,N
FY2017,48,427,N
FY2017,48,429,N
FY2017,48,431,N
FY2017,48,433,N
FY2017,48,435,N
FY2017,48,437,N
FY2017,48,439,N
FY2017,48,441,N
FY2017,48,443,N
FY2017,48,445,N
FY2017,48,447,N
FY2017,48,449,N
FY2017,48,451,N
FY2017,48,453,N
FY2017,48,455,N
FY2017,48,457,N
FY2017,48,459,N
FY2017,48,461,N
FY2017,48,463,N
FY2017,48,465,N
FY2017,48,467,N
FY2017,48,469,N
FY2017,48,471,N
FY2017,48,473,N
FY2017,48,475,N
FY2017,48,477,N
FY2017,48,479,N
FY2017,48,481,N
FY2017,48,483,N
FY2017,48,485,N
FY2017,48,487,N
FY2017,48,489,N
FY2017,48,491,N
FY2017,48,493,N
FY2017,48,495,N
FY2017,48,497,N
FY2017,48,499,N
FY2017,48,501,N
FY2017,48,503,N
FY2017,48,505,N
FY2017,48,507,N
FY2017,49,001,N
FY2017,49,003,N
FY2017,49,005,N
FY2017,49,007,N
FY2017,49,009,N
FY2017,49,011,N
FY2017,49,013,N
FY2017,49,015,N
FY2017,49,017,N
FY2017,49,019,N
FY2017,49,021,N
FY2017,49,023,N
FY2017,49,025,N
FY2017,49,027,N
FY2017,49,029,N
FY2017,49,031,N
FY2017,49,033,N
FY2017,49,035,N
FY2017,49,037,N
FY2017,49,039,N
FY2017,49,041,N
FY2017,49,043,N
FY2017,49,045,N
FY2017,49,047,N
FY2017,49,049,N
FY2017,49,051,N
FY2017,49,053,N
FY2017,49,055,N
FY2017,49,057,N
FY2017,50,001,N
FY2017,50,003,N
FY2017,50,005,N
FY2017,50,007,N
FY2017,50,009,N
FY2017,50,011,N
FY2017,50,013,N
FY2017,50,015,N
FY2017,50,017,N
FY2017,50,019,N
FY2017,50,021,N
FY2017,50,023,N
FY2017,50,025,N
FY2017,50,027,N
FY2017,51,001,N
FY2017,51,003,N
FY2017,51,005,Y
FY2017,51,007,N
FY2017,51,009,N
FY2017,51,011,N
FY2017,51,013,N
FY2017,51,015,N
FY2017,51,017,Y
FY2017,51,019,N
FY2017,51,021,Y
FY2017,51,023,Y
FY2017,51,025,N
FY2017,51,027,Y
FY2017,51,029,N
FY2017,51,031,N
FY2017,51,033,N
FY2017,51,035,Y
FY2017,51,036,N
FY2017,51,037,N
FY2017,51,041,N
FY2017,51,043,N
FY2017,51,045,Y
FY2017,51,047,N
FY2017,51,049,N
FY2017,51,051,Y
FY2017,51,053,N
FY2017,51,057,N
FY2017,51,059,N
FY2017,51,061,N
FY2017,51,063,Y
FY2017,51,065,N
FY2017,51,067,N
FY2017,51,069,N
FY2017,51,071,Y
FY2017,51,073,N
FY2017,51,075,N
FY2017,51,077,Y
FY2017,51,079,N
FY2017,51,081,N
FY2017,51,083,N
FY2017,51,085,N
FY2017,51,087,N
FY2017,51,089,Y
FY2017,51,091,Y
FY2017,51,093,N
FY2017,51,095,N
FY2017,51,097,N
FY2017,51,099,N
FY2017,51,101,N
FY2017,51,103,N
FY2017,51,105,Y
FY2017,51,107,N
FY2017,51,109,N
FY2017,51,111,N
FY2017,51,113,N
FY2017,51,115,N
FY2017,51,117,N
FY2017,51,119,N
FY2017,51,121,Y
FY2017,51,125,N
FY2017,51,127,N
FY2017,51,131,N
FY2017,51,133,N
FY2017,51,135,N
FY2017,51,137,N
FY2017,51,139,N
FY2017,51,141,Y
FY2017,51,143,N
FY2017,51,145,N
FY2017,51,147,N
FY2017,51,149,N
FY2017,51,153,N
FY2017,51,155,Y
FY2017,51,157,N
FY2017,51,159,N
FY2017,51,161,N
FY2017,51,163,Y
FY2017,51,165,N
FY2017,51,167,Y
FY2017,51,169,Y
FY2017,51,171,N
FY2017,51,173,Y
FY2017,51,175,N
FY2017,51,177,N
FY2017,51,179,N
FY2017,51,181,N
FY2017,51,183,N
FY2017,51,185,Y
FY2017,51,187,N
FY2017,51,191,Y
FY2017,51,193,N
FY2017,51,195,Y
FY2017,51,197,Y
FY2017,51,199,N
FY2017,51,510,N
FY2017,51,550,N
FY2017,51,650,N
FY2017,51,700,N
FY2017,51,710,N
FY2017,51,740,N
FY2017,51,760,N
FY2017,51,770,N
FY2017,51,800,N
FY2017,51,810,N
FY2017,53,001,N
FY2017,53,003,N
FY2017,53,005,N
FY2017,53,007,N
FY2017,53,009,N
FY2017,53,011,N
FY2017,53,013,N
FY2017,53,015,N
FY2017,53,017,N
FY2017,53,019,N
FY2017,53,021,N
FY2017,53,023,N
FY2017,53,025,N
FY2017,53,027,N
FY2017,53,029,N
FY2017,53,031,N
FY2017,53,033,N
FY2017,53,035,N
FY2017,53,037,N
FY2017,53,039,N
FY2017,53,041,N
FY2017,53,043,N
FY2017,53,045,N
FY2017,53,047,N
FY2017,53,049,N
FY2017,53,051,N
FY2017,53,053,N
FY2017,53,055,N
FY2017,53,057,N
FY2017,53,059,N
FY2017,53,061,N
FY2017,53,063,N
FY2017,53,065,N
FY2017,53,067,N
FY2017,53,069,N
FY2017,53,071,N
FY2017,53,073,N
FY2017,53,075,N
FY2017,53,077,N
FY2017,54,001,Y
FY2017,54,003,Y
FY2017,54,005,Y
FY2017,54,007,Y
FY2017,54,009,Y
FY2017,54,011,Y
FY2017,54,013,Y
FY2017,54,015,Y
FY2017,54,017,Y
FY2017,54,019,Y
FY2017,54,021,Y
FY2017,54,023,Y
FY2017,54,025,Y
FY2017,54,027,Y
FY2017,54,029,Y
FY2017,54,031,Y
FY2017,54,033,Y
FY2017,54,035,Y
FY2017,54,037,Y
FY2017,54,039,Y
FY2017,54,041,Y
FY2017,54,043,Y
FY2017,54,045,Y
FY2017,54,047,Y
FY2017,54,049,Y
FY2017,54,051,Y
FY2017,54,053,Y
FY2017,54,055,Y
FY2017,54,057,Y
FY2017,54,059,Y
FY2017,54,061,Y
FY2017,54,063,Y
FY2017,54,065,Y
FY2017,54,067,Y
FY2017,54,069,Y
FY2017,54,071,Y
FY2017,54,073,Y
FY2017,54,075,Y
FY2017,54,077,Y
FY2017,54,079,Y
FY2017,54,081,Y
FY2017,54,083,Y
FY2017,54,085,Y
FY2017,54,087,Y
FY2017,54,089,Y
FY2017,54,091,Y
FY2017,54,093,Y
FY2017,54,095,Y
FY2017,54,097,Y
FY2017,54,099,Y
FY2017,54,101,Y
FY2017,54,103,Y
FY2017,54,105,Y
FY2017,54,107,Y
FY2017,54,109,Y
FY2017,55,001,N
FY2017,55,003,N
FY2017,55,005,N
FY2017,55,007,N
FY2017,55,009,N
FY2017,55,011,N
FY2017,55,013,N
FY2017,55,015,N
FY2017,55,017,N
FY2017,55,019,N
FY2017,55,021,N
FY2017,55,023,N
FY2017,55,025,N
FY2017,55,027,N
FY2017,55,029,N
FY2017,55,031,N
FY2017,55,033,N
FY2017,55,035,N
FY2017,55,037,N
FY2017,55,039,N
FY2017,55,041,N
FY2017,55,043,N
FY2017,55,045,N
FY2017,55,047,N
FY2017,55,049,N
FY2017,55,051,N
FY2017,55,053,N
FY2017,55,055,N
FY2017,55,057,N
FY2017,55,059,N
FY2017,55,061,N
FY2017,55,063,N
FY2017,55,065,N
FY2017,55,067,N
FY2017,55,069,N
FY2017,55,071,N
FY2017,55,073,N
FY2017,55,075,N
FY2017,55,077,N
FY2017,55,078,N
FY2017,55,079,N
FY2017,55,081,N
FY2017,55,083,N
FY2017,55,085,N
FY2017,55,087,N
FY2017,55,089,N
FY2017,55,091,N
FY2017,55,093,N
FY2017,55,095,N
FY2017,55,097,N
FY2017,55,099,N
FY2017,55,101,N
FY2017,55,103,N
FY2017,55,105,N
FY2017,55,107,N
FY2017,55,109,N
FY2017,55,111,N
FY2017,55,113,N
FY2017,55,115,N
FY2017,55,117,N
FY2017,55,119,N
FY2017,55,121,N
FY2017,55,123,N
FY2017,55,125,N
FY2017,55,127,N
FY2017,55,129,N
FY2017,55,131,N
FY2017,55,133,N
FY2017,55,135,N
FY2017,55,137,N
FY2017,55,139,N
FY2017,55,141,N
FY2017,56,001,N
FY2017,56,003,N
FY2017,56,005,N
FY2017,56,007,N
FY2017,56,009,N
FY2017,56,011,N
FY2017,56,013,N
FY2017,56,015,N
FY2017,56,017,N
FY2017,56,019,N
FY2017,56,021,N
FY2017,56,023,N
FY2017,56,025,N
FY2017,56,027,N
FY2017,56,029,N
FY2017,56,031,N
FY2017,56,033,N
FY2017,56,035,N
FY2017,56,037,N
FY2017,56,039,N
FY2017,56,041,N
FY2017,56,043,N
FY2017,56,045,N
